,Short_Name,Full_Name,geometry
4586,B23026e25,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 1 to 14 hours per week: Did not work in the past 12 months: Civilian population 65 Years and Over -- (Estimate),
4587,B23026m25,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 1 to 14 hours per week: Did not work in the past 12 months: Civilian population 65 Years and Over -- (Margin of Error),
4588,B23026e26,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Female: Civilian population 65 Years and Over -- (Estimate),
4589,B23026m26,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Female: Civilian population 65 Years and Over -- (Margin of Error),
4590,B23026e27,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Worked in the past 12 months: Civilian population 65 Years and Over -- (Estimate),
4591,B23026m27,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Worked in the past 12 months: Civilian population 65 Years and Over -- (Margin of Error),
4592,B23026e28,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 35 or more hours per week: Civilian population 65 Years and Over -- (Estimate),
4593,B23026m28,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 35 or more hours per week: Civilian population 65 Years and Over -- (Margin of Error),
4594,B23026e29,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 35 or more hours per week: 50 to 52 weeks: Civilian population 65 Years and Over -- (Estimate),
4595,B23026m29,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 35 or more hours per week: 50 to 52 weeks: Civilian population 65 Years and Over -- (Margin of Error),
4596,B23026e30,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 35 or more hours per week: 48 and 49 weeks: Civilian population 65 Years and Over -- (Estimate),
4597,B23026m30,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 35 or more hours per week: 48 and 49 weeks: Civilian population 65 Years and Over -- (Margin of Error),
4598,B23026e31,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 35 or more hours per week: 40 to 47 weeks: Civilian population 65 Years and Over -- (Estimate),
4599,B23026m31,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 35 or more hours per week: 40 to 47 weeks: Civilian population 65 Years and Over -- (Margin of Error),
4600,B23026e32,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 35 or more hours per week: 27 to 39 weeks: Civilian population 65 Years and Over -- (Estimate),
4601,B23026m32,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 35 or more hours per week: 27 to 39 weeks: Civilian population 65 Years and Over -- (Margin of Error),
4602,B23026e33,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 35 or more hours per week: 14 to 26 weeks: Civilian population 65 Years and Over -- (Estimate),
4603,B23026m33,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 35 or more hours per week: 14 to 26 weeks: Civilian population 65 Years and Over -- (Margin of Error),
4604,B23026e34,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 35 or more hours per week: 1 to 13 weeks: Civilian population 65 Years and Over -- (Estimate),
4605,B23026m34,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 35 or more hours per week: 1 to 13 weeks: Civilian population 65 Years and Over -- (Margin of Error),
4606,B23026e35,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 15 to 34 hours per week: Civilian population 65 Years and Over -- (Estimate),
4607,B23026m35,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 15 to 34 hours per week: Civilian population 65 Years and Over -- (Margin of Error),
4608,B23026e36,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 15 to 34 hours per week: 50 to 52 weeks: Civilian population 65 Years and Over -- (Estimate),
4609,B23026m36,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 15 to 34 hours per week: 50 to 52 weeks: Civilian population 65 Years and Over -- (Margin of Error),
4610,B23026e37,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 15 to 34 hours per week: 48 and 49 weeks: Civilian population 65 Years and Over -- (Estimate),
4611,B23026m37,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 15 to 34 hours per week: 48 and 49 weeks: Civilian population 65 Years and Over -- (Margin of Error),
4612,B23026e38,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 15 to 34 hours per week: 40 to 47 weeks: Civilian population 65 Years and Over -- (Estimate),
4613,B23026m38,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 15 to 34 hours per week: 40 to 47 weeks: Civilian population 65 Years and Over -- (Margin of Error),
4614,B23026e39,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 15 to 34 hours per week: 27 to 39 weeks: Civilian population 65 Years and Over -- (Estimate),
4615,B23026m39,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 15 to 34 hours per week: 27 to 39 weeks: Civilian population 65 Years and Over -- (Margin of Error),
4616,B23026e40,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 15 to 34 hours per week: 14 to 26 weeks: Civilian population 65 Years and Over -- (Estimate),
4617,B23026m40,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 15 to 34 hours per week: 14 to 26 weeks: Civilian population 65 Years and Over -- (Margin of Error),
4618,B23026e41,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 15 to 34 hours per week: 1 to 13 weeks: Civilian population 65 Years and Over -- (Estimate),
4619,B23026m41,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 15 to 34 hours per week: 1 to 13 weeks: Civilian population 65 Years and Over -- (Margin of Error),
4620,B23026e42,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 1 to 14 hours per week: Civilian population 65 Years and Over -- (Estimate),
4621,B23026m42,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 1 to 14 hours per week: Civilian population 65 Years and Over -- (Margin of Error),
4622,B23026e43,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 1 to 14 hours per week: 50 to 52 weeks: Civilian population 65 Years and Over -- (Estimate),
4623,B23026m43,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 1 to 14 hours per week: 50 to 52 weeks: Civilian population 65 Years and Over -- (Margin of Error),
4624,B23026e44,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 1 to 14 hours per week: 48 and 49 weeks: Civilian population 65 Years and Over -- (Estimate),
4625,B23026m44,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 1 to 14 hours per week: 48 and 49 weeks: Civilian population 65 Years and Over -- (Margin of Error),
4626,B23026e45,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 1 to 14 hours per week: 40 to 47 weeks: Civilian population 65 Years and Over -- (Estimate),
4627,B23026m45,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 1 to 14 hours per week: 40 to 47 weeks: Civilian population 65 Years and Over -- (Margin of Error),
4628,B23026e46,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 1 to 14 hours per week: 27 to 39 weeks: Civilian population 65 Years and Over -- (Estimate),
4629,B23026m46,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 1 to 14 hours per week: 27 to 39 weeks: Civilian population 65 Years and Over -- (Margin of Error),
4630,B23026e47,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 1 to 14 hours per week: 14 to 26 weeks: Civilian population 65 Years and Over -- (Estimate),
4631,B23026m47,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 1 to 14 hours per week: 14 to 26 weeks: Civilian population 65 Years and Over -- (Margin of Error),
4632,B23026e48,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 1 to 14 hours per week: 1 to 13 weeks: Civilian population 65 Years and Over -- (Estimate),
4633,B23026m48,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 1 to 14 hours per week: 1 to 13 weeks: Civilian population 65 Years and Over -- (Margin of Error),
4634,B23026e49,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 1 to 14 hours per week: Did not work in the past 12 months: Civilian population 65 Years and Over -- (Estimate),
4635,B23026m49,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER: Usually worked 1 to 14 hours per week: Did not work in the past 12 months: Civilian population 65 Years and Over -- (Margin of Error),
4636,B23027e1,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Total: Population 16 years and over -- (Estimate)",
4637,B23027m1,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Total: Population 16 years and over -- (Margin of Error)",
4638,B23027e2,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: 16 to 19 years: Population 16 years and over -- (Estimate)",
4639,B23027m2,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: 16 to 19 years: Population 16 years and over -- (Margin of Error)",
4640,B23027e3,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Population 16 years and over -- (Estimate)",
4641,B23027m3,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Population 16 years and over -- (Margin of Error)",
4642,B23027e4,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked full-time, year-round: Population 16 years and over -- (Estimate)",
4643,B23027m4,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked full-time, year-round: Population 16 years and over -- (Margin of Error)",
4644,B23027e5,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked less than full-time, year-round: Population 16 years and over -- (Estimate)",
4645,B23027m5,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked less than full-time, year-round: Population 16 years and over -- (Margin of Error)",
4646,B23027e6,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Did not work in the past 12 months: Population 16 years and over -- (Estimate)",
4647,B23027m6,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Did not work in the past 12 months: Population 16 years and over -- (Margin of Error)",
4648,B23027e7,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: 20 to 24 years: Population 16 years and over -- (Estimate)",
4649,B23027m7,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: 20 to 24 years: Population 16 years and over -- (Margin of Error)",
4650,B23027e8,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Population 16 years and over -- (Estimate)",
4651,B23027m8,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Population 16 years and over -- (Margin of Error)",
4652,B23027e9,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked full-time, year-round: Population 16 years and over -- (Estimate)",
4653,B23027m9,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked full-time, year-round: Population 16 years and over -- (Margin of Error)",
4654,B23027e10,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked less than full-time, year-round: Population 16 years and over -- (Estimate)",
4655,B23027m10,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked less than full-time, year-round: Population 16 years and over -- (Margin of Error)",
4656,B23027e11,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Did not work in the past 12 months: Population 16 years and over -- (Estimate)",
4657,B23027m11,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Did not work in the past 12 months: Population 16 years and over -- (Margin of Error)",
4658,B23027e12,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: 25 to 44 years: Population 16 years and over -- (Estimate)",
4659,B23027m12,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: 25 to 44 years: Population 16 years and over -- (Margin of Error)",
4660,B23027e13,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Population 16 years and over -- (Estimate)",
4661,B23027m13,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Population 16 years and over -- (Margin of Error)",
4662,B23027e14,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked full-time, year-round: Population 16 years and over -- (Estimate)",
4663,B23027m14,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked full-time, year-round: Population 16 years and over -- (Margin of Error)",
4664,B23027e15,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked less than full-time, year-round: Population 16 years and over -- (Estimate)",
4665,B23027m15,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked less than full-time, year-round: Population 16 years and over -- (Margin of Error)",
4666,B23027e16,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Did not work in the past 12 months: Population 16 years and over -- (Estimate)",
4667,B23027m16,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Did not work in the past 12 months: Population 16 years and over -- (Margin of Error)",
4668,B23027e17,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: 45 to 54 years: Population 16 years and over -- (Estimate)",
4669,B23027m17,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: 45 to 54 years: Population 16 years and over -- (Margin of Error)",
4670,B23027e18,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Population 16 years and over -- (Estimate)",
4671,B23027m18,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Population 16 years and over -- (Margin of Error)",
4672,B23027e19,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked full-time, year-round: Population 16 years and over -- (Estimate)",
4673,B23027m19,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked full-time, year-round: Population 16 years and over -- (Margin of Error)",
4674,B23027e20,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked less than full-time, year-round: Population 16 years and over -- (Estimate)",
4675,B23027m20,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked less than full-time, year-round: Population 16 years and over -- (Margin of Error)",
4676,B23027e21,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Did not work in the past 12 months: Population 16 years and over -- (Estimate)",
4677,B23027m21,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Did not work in the past 12 months: Population 16 years and over -- (Margin of Error)",
4678,B23027e22,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: 55 to 64 years: Population 16 years and over -- (Estimate)",
4679,B23027m22,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: 55 to 64 years: Population 16 years and over -- (Margin of Error)",
4680,B23027e23,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Population 16 years and over -- (Estimate)",
4681,B23027m23,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Population 16 years and over -- (Margin of Error)",
4682,B23027e24,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked full-time, year-round: Population 16 years and over -- (Estimate)",
4683,B23027m24,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked full-time, year-round: Population 16 years and over -- (Margin of Error)",
4684,B23027e25,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER: Worked in the past 12 months: Worked less than full-time, year-round: Population 16 years and over -- (Estimate)",
